positive_pairs.pickle,negative_pairs.pickle
"('Tree', 'Housing')","('Arm', 'Book')"
"('Tree', 'Animal')","('Dance', 'Man')"
"('Tree', 'Couch')","('Dance', 'Plant')"
"('Tree', 'Glasses')","('Dance', 'Transportation')"
"('Tree', 'Smile')","('Dance', 'Vehicle')"
"('Tree', 'Grass')","('Dance', 'Electronics')"
"('Tree', 'Military')","('Dance', 'Table')"
"('Tree', 'Dress')","('Dance', 'Tie')"
"('Tree', 'Pillow')","('Dance', 'Lamp')"
"('Tree', 'Path')","('Dance', 'Door')"
"('Tree', 'Shorts')","('Dance', 'Child')"
"('Tree', 'Mammal')","('Dance', 'Kid')"
"('Tree', 'Jewelry')","('Dance', 'Teen')"
"('Tree', 'Painting')","('Dance', 'Cushion')"
"('Tree', 'Pc')","('Dance', 'Shirt')"
"('Tree', 'Helmet')","('Dance', 'Glass')"
"('Blazer', 'Clothing')","('Dance', 'Text')"
"('Blazer', 'Apparel')","('Dance', 'Blazer')"
"('Blazer', 'Room')","('Dance', 'Glasses')"
"('Blazer', 'Furniture')","('Dance', 'Blonde')"
"('Blazer', 'Female')","('Dance', 'Shelf')"
"('Blazer', 'Woman')","('Dance', 'Machine')"
"('Blazer', 'Transportation')","('Dance', 'Water')"
"('Blazer', 'Vehicle')","('Dance', 'Computer')"
"('Blazer', 'Table')","('Dance', 'Desk')"
"('Blazer', 'Robe')","('Dance', 'Speech')"
"('Blazer', 'Drink')","('Dance', 'Sunglasses')"
"('Blazer', 'Beverage')","('Dance', 'Vegetation')"
"('Blazer', 'Teen')","('Dance', 'Pottery')"
"('Blazer', 'Cushion')","('Dance', 'Wine')"
"('Blazer', 'Shirt')","('Dance', 'Pc')"
"('Blazer', 'Text')","('Dance', 'Book')"
"('Blazer', 'Lighting')","('Pottery', 'Man')"
"('Blazer', 'Club')","('Pottery', 'Performer')"
"('Blazer', 'Military')","('Pottery', 'Pedestrian')"
"('Blazer', 'Dress')","('Pottery', 'Dungeon')"
"('Blazer', 'Desk')","('Pottery', 'Sport')"
"('Blazer', 'Speech')","('Pottery', 'Sports')"
"('Blazer', 'Path')","('Pottery', 'Jaw')"
"('Blazer', 'Shop')","('Pottery', 'Street')"
"('Blazer', 'Driving')","('Pottery', 'Driving')"
"('Blazer', 'Arm')","('Pottery', 'Prison')"
"('Blazer', 'Lecture')","('Pottery', 'Stage')"
"('Blazer', 'Closet')","('Cafe', 'Tie')"
"('Blazer', 'Book')","('Cafe', 'Art')"
"('Couch', 'Person')","('Cafe', 'Dungeon')"
"('Couch', 'Human')","('Cafe', 'Water')"
"('Couch', 'Clothing')","('Cafe', 'Jaw')"
"('Couch', 'Apparel')","('Cafe', 'Painting')"
"('Couch', 'Pub')","('Halo', 'Crowd')"
"('Couch', 'Plant')","('Halo', 'Accessory')"
"('Couch', 'Electronics')","('Halo', 'Accessories')"
"('Couch', 'Girl')","('Halo', 'Building')"
"('Couch', 'Food')","('Halo', 'Outdoors')"
"('Couch', 'Car')","('Halo', 'Jacket')"
"('Couch', 'Automobile')","('Halo', 'Nature')"
"('Couch', 'Child')","('Halo', 'Fashion')"
"('Couch', 'Kid')","('Halo', 'Performer')"
"('Couch', 'Monitor')","('Halo', 'Sitting')"
"('Couch', 'Display')","('Halo', 'Audience')"
"('Couch', 'Shirt')","('Halo', 'Robe')"
"('Couch', 'Alcohol')","('Halo', 'Chair')"
"('Couch', 'Blazer')","('Halo', 'Gown')"
"('Couch', 'Plywood')","('Halo', 'Art')"
"('Couch', 'Light')","('Halo', 'Housing')"
"('Couch', 'Glasses')","('Halo', 'Lighting')"
"('Couch', 'Blonde')","('Halo', 'Blazer')"
"('Couch', 'Blossom')","('Halo', 'Crypt')"
"('Couch', 'Flower')","('Halo', 'Skin')"
"('Couch', 'Vigil')","('Halo', 'Blonde')"
"('Couch', 'Worker')","('Halo', 'Machine')"
"('Couch', 'Meal')","('Halo', 'Blossom')"
"('Couch', 'Footwear')","('Halo', 'Flower')"
"('Couch', 'Speech')","('Halo', 'Flooring')"
"('Couch', 'Pillow')","('Halo', 'Dress')"
"('Couch', 'Vegetation')","('Halo', 'Cafeteria')"
"('Couch', 'Path')","('Halo', 'Piano')"
"('Couch', 'Street')","('Halo', 'Floor')"
"('Couch', 'Wheel')","('Halo', 'Pottery')"
"('Couch', 'Clinic')","('Halo', 'Wine')"
"('Couch', 'Wine')","('Halo', 'Painting')"
"('Couch', 'Ear')","('Halo', 'School')"
"('Couch', 'Lecture')","('Halo', 'Helmet')"
"('Couch', 'Pianist')","('Halo', 'Book')"
"('City', 'Coat')","('Prison', 'Female')"
"('City', 'Jacket')","('Prison', 'Plant')"
"('City', 'Performer')","('Prison', 'Girl')"
"('City', 'Architecture')","('Prison', 'Lamp')"
"('City', 'Musician')","('Prison', 'Hat')"
"('City', 'Housing')","('Prison', 'Teen')"
"('City', 'Animal')","('Prison', 'Architecture')"
"('City', 'Lighting')","('Prison', 'Tree')"
"('City', 'Dungeon')","('Prison', 'Blazer')"
"('City', 'Skin')","('Prison', 'Blonde')"
"('City', 'Worker')","('Prison', 'Blossom')"
"('City', 'Hand')","('Prison', 'Flower')"
"('City', 'Tuxedo')","('Prison', 'Smile')"
"('City', 'Computer')","('Prison', 'Club')"
"('City', 'Dress')","('Prison', 'Meal')"
"('City', 'Footwear')","('Prison', 'Desk')"
"('City', 'Window')","('Prison', 'Shorts')"
"('City', 'Shoe')","('Prison', 'Pottery')"
"('City', 'Dance')","('Prison', 'Jewelry')"
"('City', 'Closet')","('Prison', 'Painting')"
"('City', 'Banister')","('Prison', 'Ear')"
"('City', 'Pianist')","('Prison', 'Symbol')"
"('City', 'Book')","('Prison', 'School')"
"('Town', 'Coat')","('Clinic', 'Pub')"
"('Town', 'Jacket')","('Clinic', 'Finger')"
"('Town', 'Performer')","('Clinic', 'Performer')"
"('Town', 'Architecture')","('Clinic', 'Text')"
"('Town', 'Musician')","('Clinic', 'Lighting')"
"('Town', 'Housing')","('Clinic', 'Dungeon')"
"('Town', 'Animal')","('Clinic', 'Blazer')"
"('Town', 'Lighting')","('Clinic', 'Crypt')"
"('Town', 'Dungeon')","('Clinic', 'Light')"
"('Town', 'Skin')","('Clinic', 'Vigil')"
"('Town', 'Worker')","('Clinic', 'Flooring')"
"('Town', 'Hand')","('Clinic', 'Dress')"
"('Town', 'Tuxedo')","('Clinic', 'Theater')"
"('Town', 'Computer')","('Clinic', 'Shoe')"
"('Town', 'Dress')","('Clinic', 'Wheel')"
"('Town', 'Footwear')","('Clinic', 'Floor')"
"('Town', 'Window')","('Clinic', 'Cafe')"
"('Town', 'Shoe')","('Clinic', 'Painting')"
"('Town', 'Dance')","('Clinic', 'Stage')"
"('Town', 'Closet')","('Clinic', 'Party')"
"('Town', 'Banister')","('Clinic', 'Closet')"
"('Town', 'Pianist')","('Clinic', 'Banister')"
"('Town', 'Book')","('Clinic', 'Symbol')"
"('Crypt', 'Clothing')","('Clinic', 'School')"
"('Crypt', 'Apparel')","('Hug', 'Sleeve')"
"('Crypt', 'Photography')","('Hug', 'Plywood')"
"('Crypt', 'Photo')","('Hug', 'Glasses')"
"('Crypt', 'Pub')","('Hug', 'Sport')"
"('Crypt', 'Building')","('Hug', 'Sports')"
"('Crypt', 'Outdoors')","('Hug', 'Machine')"
"('Crypt', 'Finger')","('Hug', 'Jaw')"
"('Crypt', 'Court')","('Hug', 'Desk')"
"('Crypt', 'Child')","('Hug', 'Sunglasses')"
"('Crypt', 'Kid')","('Hug', 'Pc')"
"('Crypt', 'Tree')","('Hug', 'Book')"
"('Crypt', 'Grass')","('Jewelry', 'Electronics')"
"('Crypt', 'Dress')","('Jewelry', 'Court')"
"('Crypt', 'Pillow')","('Jewelry', 'Door')"
"('Crypt', 'Vegetation')","('Jewelry', 'Pedestrian')"
"('Crypt', 'Street')","('Jewelry', 'Plywood')"
"('Crypt', 'Dance')","('Jewelry', 'Light')"
"('Crypt', 'Hug')","('Jewelry', 'Hand')"
"('Plywood', 'Person')","('Jewelry', 'Piano')"
"('Plywood', 'Human')","('Jewelry', 'Driving')"
"('Plywood', 'Transportation')","('Jewelry', 'Cafe')"
"('Plywood', 'Vehicle')","('Jewelry', 'Wine')"
"('Plywood', 'Table')","('Jewelry', 'Banister')"
"('Plywood', 'Audience')","('Jewelry', 'School')"
"('Plywood', 'Drink')","('Wine', 'Text')"
"('Plywood', 'Beverage')","('Wine', 'Glasses')"
"('Plywood', 'Shirt')","('Wine', 'Water')"
"('Plywood', 'Road')","('Wine', 'Cafeteria')"
"('Plywood', 'Couch')","('Wine', 'Window')"
"('Plywood', 'Bed')","('Wine', 'Shorts')"
"('Plywood', 'Path')","('Wine', 'Shop')"
"('Plywood', 'Shorts')","('Wine', 'Dance')"
"('Light', 'Electronics')","('Wine', 'Cafe')"
"('Light', 'Restaurant')","('Wine', 'Jewelry')"
"('Light', 'Car')","('Wine', 'Ear')"
"('Light', 'Automobile')","('Wine', 'Party')"
"('Light', 'Sleeve')","('Painting', 'Room')"
"('Light', 'Art')","('Painting', 'Man')"
"('Light', 'Monitor')","('Painting', 'Hair')"
"('Light', 'Display')","('Painting', 'Suit')"
"('Light', 'Musician')","('Painting', 'Transportation')"
"('Light', 'Pedestrian')","('Painting', 'Vehicle')"
"('Light', 'Road')","('Painting', 'Dating')"
"('Light', 'Dungeon')","('Painting', 'Sitting')"
"('Light', 'City')","('Painting', 'Lamp')"
"('Light', 'Town')","('Painting', 'Sleeve')"
"('Light', 'Crypt')","('Painting', 'Monitor')"
"('Light', 'Machine')","('Painting', 'Display')"
"('Light', 'Hand')","('Painting', 'Shirt')"
"('Light', 'Grass')","('Painting', 'Pedestrian')"
"('Light', 'Flooring')","('Painting', 'Pants')"
"('Light', 'Computer')","('Painting', 'Lighting')"
"('Light', 'Theater')","('Painting', 'Road')"
"('Light', 'Sunglasses')","('Painting', 'Couch')"
"('Light', 'Driving')","('Painting', 'City')"
"('Light', 'Halo')","('Painting', 'Town')"
"('Light', 'Ear')","('Painting', 'Machine')"
"('Light', 'Pc')","('Painting', 'Blossom')"
"('Light', 'Closet')","('Painting', 'Flower')"
"('Glasses', 'Crowd')","('Painting', 'Worker')"
"('Glasses', 'Audience')","('Painting', 'Footwear')"
"('Glasses', 'Chair')","('Painting', 'Window')"
"('Glasses', 'Screen')","('Painting', 'Shop')"
"('Glasses', 'Monitor')","('Painting', 'Shoe')"
"('Glasses', 'Display')","('Painting', 'Pottery')"
"('Glasses', 'Road')","('Painting', 'Cafe')"
"('Glasses', 'City')","('Painting', 'Clinic')"
"('Glasses', 'Town')","('Painting', 'Party')"
"('Glasses', 'Machine')","('Painting', 'Closet')"
"('Glasses', 'Hand')","('Ear', 'People')"
"('Glasses', 'Cafeteria')","('Ear', 'Vehicle')"
"('Glasses', 'Pillow')","('Ear', 'Wood')"
"('Glasses', 'Piano')","('Ear', 'Audience')"
"('Glasses', 'Wheel')","('Ear', 'Shirt')"
"('Glasses', 'Arm')","('Ear', 'Musician')"
"('Glasses', 'Pottery')","('Ear', 'Pedestrian')"
"('Glasses', 'Symbol')","('Ear', 'Pants')"
"('Skin', 'Man')","('Ear', 'Shelf')"
"('Skin', 'Photography')","('Ear', 'Worker')"
"('Skin', 'Photo')","('Ear', 'Tuxedo')"
"('Skin', 'Portrait')","('Ear', 'Dress')"
"('Skin', 'Animal')","('Ear', 'Cafeteria')"
"('Skin', 'Sunglasses')","('Ear', 'Shorts')"
"('Skin', 'Cafe')","('Ear', 'Driving')"
"('Skin', 'Halo')","('Ear', 'Wine')"
"('Skin', 'Prison')","('Ear', 'Helmet')"
"('Skin', 'Painting')","('Ear', 'Book')"
"('Blonde', 'Clothing')","('Stage', 'Face')"
"('Blonde', 'Apparel')","('Stage', 'Man')"
"('Blonde', 'Crowd')","('Stage', 'Door')"
"('Blonde', 'Finger')","('Stage', 'Glass')"
"('Blonde', 'Jacket')","('Stage', 'Animal')"
"('Blonde', 'Food')","('Stage', 'Alcohol')"
"('Blonde', 'Audience')","('Stage', 'Machine')"
"('Blonde', 'Cushion')","('Stage', 'Water')"
"('Blonde', 'Glass')","('Stage', 'Desk')"
"('Blonde', 'Sport')","('Stage', 'Speech')"
"('Blonde', 'Sports')","('Stage', 'Clinic')"
"('Blonde', 'Worker')","('Stage', 'Hug')"
"('Blonde', 'Bed')","('Stage', 'Wine')"
"('Blonde', 'Footwear')","('Stage', 'Lecture')"
"('Blonde', 'Cafeteria')","('Party', 'Man')"
"('Blonde', 'Speech')","('Party', 'Overcoat')"
"('Blonde', 'Sunglasses')","('Party', 'Nature')"
"('Blonde', 'Shoe')","('Party', 'Pedestrian')"
"('Blonde', 'Driving')","('Party', 'Crypt')"
"('Blonde', 'Lecture')","('Party', 'Driving')"
"('Blonde', 'Closet')","('Party', 'Clinic')"
"('Blonde', 'Book')","('Party', 'Wine')"
"('Shelf', 'Clothing')","('Pc', 'People')"
"('Shelf', 'Apparel')","('Pc', 'Crowd')"
"('Shelf', 'Table')","('Pc', 'Hat')"
"('Shelf', 'Gown')","('Pc', 'Art')"
"('Shelf', 'Car')","('Pc', 'Architecture')"
"('Shelf', 'Automobile')","('Pc', 'Musician')"
"('Shelf', 'Teen')","('Pc', 'Crypt')"
"('Shelf', 'Monitor')","('Pc', 'Sport')"
"('Shelf', 'Display')","('Pc', 'Sports')"
"('Shelf', 'Shirt')","('Pc', 'Jaw')"
"('Shelf', 'Glass')","('Pc', 'Shorts')"
"('Shelf', 'Road')","('Pc', 'Mammal')"
"('Shelf', 'Glasses')","('Pc', 'Hug')"
"('Shelf', 'Street')","('Pc', 'Symbol')"
"('Shelf', 'Shoe')","('Lecture', 'Nature')"
"('Shelf', 'Driving')","('Lecture', 'Performer')"
"('Shelf', 'Clinic')","('Lecture', 'Hat')"
"('Shelf', 'Closet')","('Lecture', 'Art')"
"('Shelf', 'Banister')","('Lecture', 'Crypt')"
"('Shelf', 'Helmet')","('Lecture', 'Tuxedo')"
"('Sport', 'Person')","('Lecture', 'Pillow')"
"('Sport', 'Human')","('Lecture', 'Mammal')"
"('Sport', 'Sitting')","('Lecture', 'Clinic')"
"('Sport', 'Shirt')","('Lecture', 'Jewelry')"
"('Sport', 'Pants')","('Lecture', 'Painting')"
"('Sport', 'Couch')","('Lecture', 'Ear')"
"('Sport', 'Blonde')","('Closet', 'Face')"
"('Sport', 'Smile')","('Closet', 'Man')"
"('Sport', 'Footwear')","('Closet', 'Court')"
"('Sport', 'Shoe')","('Closet', 'Architecture')"
"('Sports', 'Person')","('Closet', 'Dungeon')"
"('Sports', 'Human')","('Closet', 'Skin')"
"('Sports', 'Sitting')","('Closet', 'Vigil')"
"('Sports', 'Shirt')","('Closet', 'Military')"
"('Sports', 'Pants')","('Closet', 'Computer')"
"('Sports', 'Couch')","('Closet', 'Clinic')"
"('Sports', 'Blonde')","('Closet', 'Painting')"
"('Sports', 'Smile')","('Closet', 'Pc')"
"('Sports', 'Footwear')","('Closet', 'Symbol')"
"('Sports', 'Shoe')","('Banister', 'Man')"
"('Machine', 'Finger')","('Banister', 'Head')"
"('Machine', 'Electronics')","('Banister', 'Dating')"
"('Machine', 'Lamp')","('Banister', 'Shirt')"
"('Machine', 'Car')","('Banister', 'Water')"
"('Machine', 'Automobile')","('Banister', 'Hand')"
"('Machine', 'Sleeve')","('Banister', 'Tuxedo')"
"('Machine', 'Cushion')","('Banister', 'Sunglasses')"
"('Machine', 'Text')","('Banister', 'Prison')"
"('Machine', 'Road')","('Banister', 'Ear')"
"('Machine', 'Plywood')","('Banister', 'Symbol')"
"('Machine', 'Glasses')","('Symbol', 'Hair')"
"('Machine', 'Footwear')","('Symbol', 'Finger')"
"('Machine', 'Window')","('Symbol', 'Performer')"
"('Machine', 'Shoe')","('Symbol', 'Sitting')"
"('Machine', 'Cafe')","('Symbol', 'Door')"
"('Machine', 'Prison')","('Symbol', 'Sleeve')"
"('Machine', 'Clinic')","('Symbol', 'Road')"
"('Machine', 'Painting')","('Symbol', 'Vigil')"
"('Machine', 'Closet')","('Symbol', 'Club')"
"('Blossom', 'Person')","('Symbol', 'Bed')"
"('Blossom', 'Human')","('Symbol', 'Street')"
"('Blossom', 'Clothing')","('Symbol', 'Driving')"
"('Blossom', 'Apparel')","('Symbol', 'Cafe')"
"('Blossom', 'Furniture')","('Symbol', 'Jewelry')"
"('Blossom', 'Crowd')","('Symbol', 'Party')"
"('Blossom', 'Accessory')","('School', 'Nature')"
"('Blossom', 'Accessories')","('School', 'Performer')"
"('Blossom', 'Outdoors')","('School', 'Art')"
"('Blossom', 'Finger')","('School', 'Housing')"
"('Blossom', 'Dating')","('School', 'Vigil')"
"('Blossom', 'Wood')","('School', 'Jaw')"
"('Blossom', 'Audience')","('School', 'Hand')"
"('Blossom', 'Child')","('School', 'Theater')"
"('Blossom', 'Kid')","('School', 'Pillow')"
"('Blossom', 'Teen')","('School', 'Vegetation')"
"('Blossom', 'Cushion')","('School', 'Mammal')"
"('Blossom', 'Animal')","('School', 'Arm')"
"('Blossom', 'Blazer')","('School', 'Halo')"
"('Blossom', 'Blonde')","('School', 'Clinic')"
"('Blossom', 'Grass')","('School', 'Wine')"
"('Blossom', 'Pillow')","('Helmet', 'Dating')"
"('Blossom', 'Vegetation')","('Helmet', 'Dungeon')"
"('Blossom', 'Mammal')","('Helmet', 'Crypt')"
"('Blossom', 'Pottery')","('Helmet', 'Glasses')"
"('Blossom', 'Stage')","('Helmet', 'Water')"
"('Blossom', 'Closet')","('Helmet', 'Grass')"
"('Blossom', 'Banister')","('Helmet', 'Bed')"
"('Blossom', 'Pianist')","('Helmet', 'Arm')"
"('Flower', 'Person')","('Helmet', 'Wine')"
"('Flower', 'Human')","('Helmet', 'Painting')"
"('Flower', 'Clothing')","('Helmet', 'Party')"
"('Flower', 'Apparel')","('Helmet', 'Lecture')"
"('Flower', 'Furniture')","('Pianist', 'Water')"
"('Flower', 'Crowd')","('Pianist', 'Shorts')"
"('Flower', 'Accessory')","('Pianist', 'Shop')"
"('Flower', 'Accessories')","('Pianist', 'Mammal')"
"('Flower', 'Outdoors')","('Book', 'Pub')"
"('Flower', 'Finger')","('Book', 'Nature')"
"('Flower', 'Dating')","('Book', 'Tie')"
"('Flower', 'Wood')","('Book', 'Dating')"
"('Flower', 'Audience')","('Book', 'Lamp')"
"('Flower', 'Child')","('Book', 'Art')"
"('Flower', 'Kid')","('Book', 'Pedestrian')"
"('Flower', 'Teen')","('Book', 'Animal')"
"('Flower', 'Cushion')","('Book', 'Lighting')"
"('Flower', 'Animal')","('Book', 'Crypt')"
"('Flower', 'Blazer')","('Book', 'Skin')"
"('Flower', 'Blonde')","('Book', 'Jaw')"
"('Flower', 'Grass')","('Book', 'Hand')"
"('Flower', 'Pillow')","('Book', 'Club')"
"('Flower', 'Vegetation')","('Book', 'Military')"
"('Flower', 'Mammal')","('Book', 'Tuxedo')"
"('Flower', 'Pottery')","('Book', 'Bed')"
"('Flower', 'Stage')","('Book', 'Dress')"
"('Flower', 'Closet')","('Book', 'Pillow')"
"('Flower', 'Banister')","('Book', 'Mammal')"
"('Flower', 'Pianist')","('Book', 'Arm')"
"('Water', 'Female')","('Book', 'Pottery')"
"('Water', 'People')","('Book', 'Hug')"
"('Water', 'Photography')","('Book', 'Wine')"
"('Water', 'Photo')","('Book', 'Closet')"
"('Water', 'Woman')","('Person', 'Face')"
"('Water', 'Transportation')","('Person', 'Suit')"
"('Water', 'Girl')","('Person', 'Performer')"
"('Water', 'Blazer')","('Person', 'Door')"
"('Water', 'Vigil')","('Person', 'Monitor')"
"('Water', 'Military')","('Person', 'Display')"
"('Water', 'Dress')","('Person', 'Dungeon')"
"('Water', 'Shorts')","('Person', 'Alcohol')"
"('Water', 'Mammal')","('Person', 'Tuxedo')"
"('Water', 'Arm')","('Person', 'Wheel')"
"('Water', 'Painting')","('Human', 'Face')"
"('Water', 'Helmet')","('Human', 'Suit')"
"('Smile', 'Person')","('Human', 'Performer')"
"('Smile', 'Human')","('Human', 'Door')"
"('Smile', 'Face')","('Human', 'Monitor')"
"('Smile', 'People')","('Human', 'Display')"
"('Smile', 'Hair')","('Human', 'Dungeon')"
"('Smile', 'Photography')","('Human', 'Alcohol')"
"('Smile', 'Photo')","('Human', 'Tuxedo')"
"('Smile', 'Head')","('Human', 'Wheel')"
"('Smile', 'Plant')","('Clothing', 'Building')"
"('Smile', 'Dating')","('Clothing', 'Dating')"
"('Smile', 'Teen')","('Clothing', 'Door')"
"('Smile', 'Housing')","('Clothing', 'Alcohol')"
"('Smile', 'Animal')","('Clothing', 'Smile')"
"('Smile', 'Blazer')","('Clothing', 'Desk')"
"('Smile', 'Skin')","('Clothing', 'Clinic')"
"('Smile', 'Blossom')","('Apparel', 'Building')"
"('Smile', 'Flower')","('Apparel', 'Dating')"
"('Smile', 'Jaw')","('Apparel', 'Door')"
"('Smile', 'Club')","('Apparel', 'Alcohol')"
"('Smile', 'Tuxedo')","('Apparel', 'Smile')"
"('Smile', 'Dress')","('Apparel', 'Desk')"
"('Smile', 'Shop')","('Apparel', 'Clinic')"
"('Smile', 'Arm')","('Face', 'Building')"
"('Smile', 'Ear')","('Face', 'Glass')"
"('Smile', 'Party')","('Face', 'Dungeon')"
"('Vigil', 'Person')","('Face', 'Club')"
"('Vigil', 'Human')","('Face', 'Desk')"
"('Vigil', 'Fashion')","('Face', 'Theater')"
"('Vigil', 'Performer')","('Face', 'Wheel')"
"('Vigil', 'Court')","('Face', 'Pottery')"
"('Vigil', 'Wood')","('Face', 'Prison')"
"('Vigil', 'Architecture')","('Face', 'Hug')"
"('Vigil', 'Lighting')","('Coat', 'Person')"
"('Vigil', 'Sunglasses')","('Coat', 'Human')"
"('Vigil', 'Piano')","('Coat', 'Female')"
"('Worker', 'Room')","('Coat', 'Wood')"
"('Worker', 'Furniture')","('Coat', 'Child')"
"('Worker', 'Pub')","('Coat', 'Kid')"
"('Worker', 'Electronics')","('Coat', 'Teen')"
"('Worker', 'Table')","('Coat', 'Cushion')"
"('Worker', 'Tie')","('Coat', 'Vigil')"
"('Worker', 'Dating')","('Coat', 'Footwear')"
"('Worker', 'Door')","('Coat', 'Sunglasses')"
"('Worker', 'Drink')","('Coat', 'Piano')"
"('Worker', 'Beverage')","('Coat', 'Shoe')"
"('Worker', 'Teen')","('Room', 'Man')"
"('Worker', 'Cushion')","('Room', 'Transportation')"
"('Worker', 'Shirt')","('Room', 'Vehicle')"
"('Worker', 'Housing')","('Room', 'Girl')"
"('Worker', 'Lighting')","('Room', 'Child')"
"('Worker', 'Blazer')","('Room', 'Kid')"
"('Worker', 'Blonde')","('Room', 'Musician')"
"('Worker', 'Machine')","('Room', 'Text')"
"('Worker', 'Blossom')","('Room', 'Tree')"
"('Worker', 'Flower')","('Room', 'Light')"
"('Worker', 'Hand')","('Room', 'Dress')"
"('Worker', 'Club')","('Room', 'Shoe')"
"('Worker', 'Speech')","('Furniture', 'Accessory')"
"('Worker', 'Pillow')","('Furniture', 'Accessories')"
"('Worker', 'Wheel')","('Furniture', 'Dating')"
"('Worker', 'Prison')","('Furniture', 'Lighting')"
"('Worker', 'Clinic')","('Furniture', 'Vigil')"
"('Worker', 'Hug')","('Furniture', 'Computer')"
"('Worker', 'Lecture')","('Furniture', 'Mammal')"
"('Worker', 'Symbol')","('Furniture', 'Party')"
"('Jaw', 'Photography')","('Man', 'Accessory')"
"('Jaw', 'Photo')","('Man', 'Accessories')"
"('Jaw', 'Nature')","('Man', 'Jacket')"
"('Jaw', 'Crypt')","('Man', 'Nature')"
"('Jaw', 'Tuxedo')","('Man', 'Tie')"
"('Jaw', 'Theater')","('Man', 'Car')"
"('Jaw', 'Street')","('Man', 'Automobile')"
"('Jaw', 'Wheel')","('Man', 'Architecture')"
"('Jaw', 'Arm')","('Man', 'Piano')"
"('Hand', 'Head')","('Man', 'Pottery')"
"('Hand', 'Electronics')","('Man', 'Painting')"
"('Hand', 'Dating')","('Man', 'Pc')"
"('Hand', 'Door')","('Female', 'Portrait')"
"('Hand', 'Pedestrian')","('Female', 'Performer')"
"('Hand', 'Housing')","('Female', 'Chair')"
"('Hand', 'Glasses')","('Female', 'Monitor')"
"('Hand', 'Skin')","('Female', 'Display')"
"('Hand', 'Flooring')","('Overcoat', 'Restaurant')"
"('Hand', 'Driving')","('Overcoat', 'Text')"
"('Hand', 'Dance')","('Overcoat', 'Road')"
"('Hand', 'Prison')","('Overcoat', 'Tree')"
"('Club', 'Clothing')","('Overcoat', 'Light')"
"('Club', 'Apparel')","('Overcoat', 'Grass')"
"('Club', 'Plant')","('Overcoat', 'Theater')"
"('Club', 'Finger')","('Overcoat', 'Jewelry')"
"('Club', 'Jacket')","('Overcoat', 'Banister')"
"('Club', 'Fashion')","('Overcoat', 'Pianist')"
"('Club', 'Performer')","('People', 'Transportation')"
"('Club', 'Dating')","('People', 'Restaurant')"
"('Club', 'Audience')","('People', 'Blonde')"
"('Club', 'Robe')","('People', 'Vigil')"
"('Club', 'Car')","('People', 'Desk')"
"('Club', 'Automobile')","('People', 'Cafe')"
"('Club', 'Musician')","('People', 'Lecture')"
"('Club', 'Tree')","('Crowd', 'Overcoat')"
"('Club', 'Shelf')","('Crowd', 'Table')"
"('Club', 'Sport')","('Crowd', 'Court')"
"('Club', 'Sports')","('Crowd', 'Screen')"
"('Club', 'Jaw')","('Crowd', 'Car')"
"('Club', 'Grass')","('Crowd', 'Automobile')"
"('Club', 'Footwear')","('Crowd', 'Teen')"
"('Club', 'Cafeteria')","('Crowd', 'Bed')"
"('Club', 'Piano')","('Crowd', 'Painting')"
"('Club', 'Shoe')","('Hair', 'Pub')"
"('Club', 'Ear')","('Hair', 'Wood')"
"('Club', 'Banister')","('Hair', 'Chair')"
"('Grass', 'Person')","('Hair', 'Drink')"
"('Grass', 'Human')","('Hair', 'Beverage')"
"('Grass', 'Outdoors')","('Hair', 'Cushion')"
"('Grass', 'Girl')","('Hair', 'Shirt')"
